Year,LocationAbbr,LocationDesc,Question,Category,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Response,DataValueType,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,WeightedNumber,FootnoteText,Url,FootnoteType
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Sufficiently Active,Age-adjusted Prevalence,54.2,,,53.8,54.6,85677533,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Sufficiently Active,Age-adjusted Prevalence,53.8,,,53.4,54.2,87038713,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Insufficiently Active,Age-adjusted Prevalence,18.8,,,18.2,19.4,10078238,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Insufficiently Active,Age-adjusted Prevalence,18.6,,,18,19.3,9781441,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Insufficiently Active,Age-adjusted Prevalence,19.7,,,19,20.5,5069455,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Insufficiently Active,Age-adjusted Prevalence,19.2,,,18.3,20.1,4719536,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Insufficiently Active,Age-adjusted Prevalence,17.6,,,16.1,19.2,1950052,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Insufficiently Active,Age-adjusted Prevalence,17.5,,,15.9,19.3,1919446,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Insufficiently Active,Age-adjusted Prevalence,16.7,,,15.6,17.8,4445162,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Insufficiently Active,Age-adjusted Prevalence,16.7,,,15.7,17.9,4594354,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Insufficiently Active,Age-adjusted Prevalence,17.7,,,16.2,19.3,1757940,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Insufficiently Active,Age-adjusted Prevalence,18.9,,,17.3,20.7,1867710,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Insufficiently Active,Age-adjusted Prevalence,21.8,,,21.5,22.1,34299123,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Insufficiently Active,Age-adjusted Prevalence,21.9,,,21.6,22.3,35401707,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Inactive,Age-adjusted Prevalence,41.2,,,40.5,41.9,27019051,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Inactive,Age-adjusted Prevalence,42.2,,,41.4,42.9,26486964,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Inactive,Age-adjusted Prevalence,41.6,,,40.6,42.5,11034157,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Inactive,Age-adjusted Prevalence,43,,,41.9,44,11038754,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Inactive,Age-adjusted Prevalence,36,,,34.4,37.7,5796985,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Inactive,Age-adjusted Prevalence,37.9,,,36.1,39.7,5628216,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Inactive,Age-adjusted Prevalence,51.9,,,50.6,53.2,17256461,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Inactive,Age-adjusted Prevalence,52.6,,,51.2,54.1,17252892,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Inactive,Age-adjusted Prevalence,42.9,,,41.2,44.7,5351870,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Inactive,Age-adjusted Prevalence,42,,,40.2,43.9,4928746,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Inactive,Age-adjusted Prevalence,24,,,23.7,24.4,37939615,,,
2017,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Inactive,Age-adjusted Prevalence,24.3,,,23.9,24.6,39285939,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,18,,,17.4,18.6,10204245,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,14.5,,,14,15.1,7627025,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,16.8,,,16.1,17.6,4187697,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,13.8,,,13.1,14.6,3251511,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,21.7,,,20,23.4,2875763,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,17,,,15.5,18.7,2043978,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,13.6,,,12.7,14.6,3856502,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,9.7,,,9,10.5,2835616,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,17.9,,,16.5,19.4,1847154,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,13.9,,,12.6,15.4,1266076,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,25,,,24.7,25.4,38775921,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,22.8,,,22.5,23.2,36509895,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,22.3,,,21.7,22.9,13366779,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,24.8,,,24.1,25.5,14761029,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,22,,,21.2,22.8,5569462,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,24.1,,,23.2,25,5945488,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,24.9,,,23.3,26.5,3713946,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Hearing Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,27.6,,,25.7,29.6,3964035,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,18.1,,,17.1,19.2,5499666,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Mobility Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,21,,,19.8,22.2,6641427,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,21.5,,,20,23.1,2420896,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Vision Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,25.5,,,23.7,27.3,2681824,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,29.3,,,29,29.7,45615224,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,,,Meets Aerobic Only,Age-adjusted Prevalence,31.2,,,30.8,31.5,50173293,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Meets Muscle Strengthening Only,Age-adjusted Prevalence,13,,,12.5,13.5,7469755,,,
2017,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,,,Meets Muscle Strengthening Only,Age-adjusted Prevalence,10.3,,,9.8,10.9,5322995,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Type,Cognitive Disability,,,Meets Muscle Strengthening Only,Age-adjusted Prevalence,12.7,,,12,13.3,3206754,,,
